name,calories,fat,carbs,restaurant
Kids' Scrambler w/Toast &amp; Bacon,320,19,22,Corner Bakery Cafe
Turkey Sandwich - LF (Whole),320,7,43,Corner Bakery Cafe
Grapes - Small Bunch (Kids' Menu) - G,40,0,11,Corner Bakery Cafe
Cinnamon Creme Cake - Slice (12 slices/cake) - V,770,34,108,Corner Bakery Cafe
White Chocolate Macadamia Nut Cookie,270,10,44,Corner Bakery Cafe
Cappuccino - Whole,100,5,8,Corner Bakery Cafe
Truffle Mocha - Whole,380,12,70,Corner Bakery Cafe
Latte - Nonfat,190,0,26,Corner Bakery Cafe
Chai Latte - Nonfat,170,0,23,Corner Bakery Cafe
Iced Coffee - Creamy,320,6,64,Corner Bakery Cafe
Brioche Flatbread (slice),330,13,46,Corner Bakery Cafe
Mom's White - V (whole),2090,67,314,Corner Bakery Cafe
Kids' Cheesy Scrambler w/Toast &amp; Fresh Fruit,380,17,39,Corner Bakery Cafe
Peanut Butter &amp; Jelly Sandwich on Harvest Bread - V (Whole),810,32,112,Corner Bakery Cafe
Garlic Bread (Pasta Entrées Only) - V,110,4,16,Corner Bakery Cafe
Chocolate Turtle Baby Bundt Cake - V,760,44,84,Corner Bakery Cafe
Sugar Cookie - V,290,10,47,Corner Bakery Cafe
Fudge Brownie,590,28,86,Corner Bakery Cafe
Truffle Mocha - Whole,270,10,46,Corner Bakery Cafe
Latte - Nonfat,160,0,22,Corner Bakery Cafe
Chai Latte - Nonfat,125,0,17,Corner Bakery Cafe
Iced Coffee - Creamy,640,12,128,Corner Bakery Cafe
White Rye Oblong - VG (slice),180,1,35,Corner Bakery Cafe
Harvest - VG (whole),2080,15,401,Corner Bakery Cafe
Kid's Berry Juice,90,0,21,Corner Bakery Cafe
"Bakery Chips - VG, G",150,9,15,Corner Bakery Cafe
Apricot Walnut Rugalach - V,240,15,23,Corner Bakery Cafe
Whoopee Pie - Pumpkin - V,400,22,45,Corner Bakery Cafe
Latte - Whole,190,10,15,Corner Bakery Cafe
Truffle Hot Chocolate w/Whipped Cream - Whole,480,21,75,Corner Bakery Cafe
Truffle Hot Chocolate w/Whipped Cream - Nonfat,280,7,51,Corner Bakery Cafe
Frozen Mango Lemonade - VG,350,0,91,Corner Bakery Cafe
Frozen Mango Pomegranate Swirl - VG,640,0,166,Corner Bakery Cafe
Country Small Oblong - VG (slice),110,0,22,Corner Bakery Cafe
Raisin Pecan Miche - VG (slice),140,4,23,Corner Bakery Cafe
Traditional Sesame Baguette - VG (whole),1610,30,287,Corner Bakery Cafe
Banana - Whole (Kids' Menu) - G,110,0,27,Corner Bakery Cafe
Cinnamon Pecan Rugalach - V,250,16,24,Corner Bakery Cafe
Whoopee Pie - Vanilla - V,430,26,43,Corner Bakery Cafe
Latte - Whole,250,13,19,Corner Bakery Cafe
Truffle Hot Chocolate w/Whipped Cream - Whole,610,24,100,Corner Bakery Cafe
Truffle Hot Chocolate w/Whipped Cream - Nonfat,390,7,78,Corner Bakery Cafe
Frozen Mango Pomegranate Swirl - VG,320,0,83,Corner Bakery Cafe
Frozen Pomegranate Lemonade - VG,580,0,150,Corner Bakery Cafe
Country Large Oblong - VG (slice),170,1,33,Corner Bakery Cafe
Brioche Flatbread (whole),1320,51,160,Corner Bakery Cafe
White Rye Oblong - VG (whole),3540,59,649,Corner Bakery Cafe
"Pickle Spear - VG, G",10,0,1,Corner Bakery Cafe
Chocolate Chip Cookie - V,300,113,46,Corner Bakery Cafe
Lemon Bar - V,590,24,90,Corner Bakery Cafe
Latte - Whole,300,16,23,Corner Bakery Cafe
Cappuccino - Nonfat,60,0,9,Corner Bakery Cafe
Truffle Hot Chocolate w/Whipped Cream - Nonfat,490,7,103,Corner Bakery Cafe
Frozen Pomegranate Lemonade - VG,290,0,75,Corner Bakery Cafe
Cinnamon Raisin - V (whole),2540,87,389,Corner Bakery Cafe
Focaccia Loaf - VG (whole),1040,15,190,Corner Bakery Cafe
"Dipped Cone, Chocolate - Kids’ ***",220,9,30,Dairy Queen
"Sundae, Cherry - Small",240,7,39,Dairy Queen
"Sundae, Marshmallow - Medium",410,10,74,Dairy Queen
"Sundae, Strawberry - Large",480,14,76,Dairy Queen
Pecan Mudslide® Treat,640,30,83,Dairy Queen
Cherry StarKiss® Bar,80,0,21,Dairy Queen
"Oreo® Blizzard Cake, 10”, 1/12 slice***",540,23,76,Dairy Queen
1/4 lb. GrillBurger with Cheese,540,30,44,Dairy Queen
Iron Grilled Supreme BLT Sandwich,600,34,40,Dairy Queen
Chili Cheese Dog,380,24,23,Dairy Queen
Applesauce,90,0,23,Dairy Queen
Breaded Mushrooms,250,9,36,Dairy Queen
Biscuits &amp; Gravy,730,47,64,Dairy Queen
Banana Cream Pie Blizzard - Mini,370,13,57,Dairy Queen
Butterfinger Blizzard - Medium,740,26,114,Dairy Queen
Cookie Dough Blizzard - Mini,420,16,62,Dairy Queen
French Silk Pie Blizzard - Medium,900,42,120,Dairy Queen
Heath® Blizzard - Mini,360,14,51,Dairy Queen
Midnight Truffle Blizzard - Medium,1000,49,133,Dairy Queen
Oreo® CheeseQuake® Blizzard - Mini,380,15,53,Dairy Queen
Snickers Blizzard - Medium,850,33,123,Dairy Queen
Banana Slices,25,0,6,Dairy Queen
Cappuccino MooLatté - Small,450,16,65,Dairy Queen
Mocha MooLatté - Medium,660,25,96,Dairy Queen
"Arctic Rush Float, All Flavors - Large",550,9,108,Dairy Queen
"Shake, Chocolate - Small",540,20,81,Dairy Queen
"Shake, Strawberry - Medium",610,22,90,Dairy Queen
"Malt, Caramel - Large",1080,31,178,Dairy Queen
"Malt, Peanut Butter - Small",700,34,83,Dairy Queen
"Lemonade Chiller, Classic, Medium",380,0,87,Dairy Queen
"Dipped Cone, Chocolate - Medium ***",470,22,61,Dairy Queen
"Sundae, Cherry - Large",490,14,80,Dairy Queen
"Sundae, Peanut Butter - Small",390,22,39,Dairy Queen
Choc. Cov. Strawberry Waffle Bowl Sundae,760,38,96,Dairy Queen
Chocolate Dilly® Bar***,240,15,24,Dairy Queen
Fudge Bar,50,0,13,Dairy Queen
"Reese’s® PB Cups Blizz. Cake 10”, 1/12 slice***",580,27,77,Dairy Queen
Original Double Cheeseburger,630,34,34,Dairy Queen
Crispy Chicken Sandwich,600,30,59,Dairy Queen
Foot-Long Chili Cheese Dog,670,43,40,Dairy Queen
French Fries - Kids’,190,8,27,Dairy Queen
Chili - Cup,470,16,54,Dairy Queen
Bacon Biscuit Sandwich,380,24,26,Dairy Queen
Banana Cream Pie Blizzard - Medium,770,28,117,Dairy Queen
Choco Cherry Love Blizzard - Mini,330,11,49,Dairy Queen
Cookie Dough Blizzard - Medium,1020,40,148,Dairy Queen
Georgia Mud Fudge® Blizzard - Mini,410,19,52,Dairy Queen
Heath Blizzard - Medium,920,41,126,Dairy Queen
Mint Oreo® Blizzard - Mini,400,14,62,Dairy Queen
Oreo CheeseQuake Blizzard - Medium,820,35,108,Dairy Queen
Strawberry CheeseQuake® Blizzard - Mini,330,12,48,Dairy Queen
Oreo Cookie Pieces,140,6,20,Dairy Queen
Cappuccino MooLatté - Large,710,23,106,Dairy Queen
"Arctic Rush, All Flavors - Small",210,0,41,Dairy Queen
"Shake, Banana - Medium",580,21,85,Dairy Queen
"Shake, Chocolate - Large",900,31,148,Dairy Queen
"Shake, Vanilla - Small",520,19,77,Dairy Queen
"Malt, Cherry - Medium",710,22,112,Dairy Queen
"Malt, Peanut Butter - Large",1350,72,143,Dairy Queen
"Lemonade Chiller, Strawberry, Small",280,0,64,Dairy Queen
Vanilla Cone - Medium,330,10,53,Dairy Queen
"Sundae, Banana - Small",230,7,37,Dairy Queen
"Sundae, Chocolate - Medium",400,12,70,Dairy Queen
"Sundae, Peanut Butter - Large",790,44,80,Dairy Queen
Chocolate Coated Waffle Cone w/ Soft Serve,540,21,77,Dairy Queen
Chocolate Mint Dilly Bar,240,15,24,Dairy Queen
DQ Home-Pak,1150,38,171,Dairy Queen
"Choc. Xtreme Blizzard Cake, 10”, 1/12 slice***",630,29,84,Dairy Queen
Chick. Strip Basket - 6pc w/ Country Gravy,1260,66,121,Dairy Queen
Crispy FlameThrower Chicken Sandwich,830,51,63,Dairy Queen
Hot Dog,290,17,22,Dairy Queen
French Fries - Large,500,21,70,Dairy Queen
Deluxe Double Cheeseburger,640,34,35,Dairy Queen
Sausage Biscuit Twin Pack,600,36,48,Dairy Queen
Banana Split Blizzard - Mini,290,8,49,Dairy Queen
Choco Cherry Love Blizzard - Medium,650,24,95,Dairy Queen
Double Fudge Cookie Dough Blizzard - Mini,450,18,63,Dairy Queen
Georgia Mud Fudge Blizzard - Medium,990,55,115,Dairy Queen
M&amp;M’s® Chocolate Candy Blizzard - Mini,370,13,57,Dairy Queen
Mint Oreo Blizzard - Medium,740,25,116,Dairy Queen
Reese’s® Peanut Butter Cups® Blizzard - Mini,360,14,50,Dairy Queen
Strawberry CheeseQuake Blizzard - Medium,690,28,92,Dairy Queen
Cocoa Fudge,140,10,16,Dairy Queen
Peanuts,80,7,3,Dairy Queen
Caramel MooLatté - Medium,650,20,103,Dairy Queen
"Arctic Rush, All Flavors - Large",350,0,70,Dairy Queen
"Shake, Caramel - Small",560,20,83,Dairy Queen
"Shake, Hot Fudge - Medium",750,29,108,Dairy Queen
"Shake, Vanilla - Large ",840,28,128,Dairy Queen
"Malt, Chocolate - Small",590,21,92,Dairy Queen
"Malt, Strawberry - Medium",700,22,107,Dairy Queen
"Lemonade Chiller, Strawberry, Large",680,0,161,Dairy Queen
Vanilla Cone - Small,230,7,36,Dairy Queen
"Dipped Cone, Chocolate - Large ***",660,30,85,Dairy Queen
"Sundae, Chocolate - Small",280,8,48,Dairy Queen
"Sundae, Peanut Butter - Medium",570,32,56,Dairy Queen
Fudge Brownie Temptation Waffle Bowl Sundae,940,48,121,Dairy Queen
No Sugar Added Dilly Bar,190,13,24,Dairy Queen
Vanilla Orange Bar,60,0,18,Dairy Queen
"Reese’s PB Cups Blizzard Cake 8”, 1/8 slice***",580,27,76,Dairy Queen
Chick. Strip Basket - 4pc w/ Country Gravy,1030,53,105,Dairy Queen
Grilled Chicken Sandwich,360,15,32,Dairy Queen
Foot-Long Hot Dog,560,35,39,Dairy Queen
French Fries - Regular,310,13,43,Dairy Queen
Deluxe Cheeseburger,400,18,35,Dairy Queen
Ham Biscuit Sandwich,360,21,26,Dairy Queen
Banana Cream Pie Blizzard - Large,1090,38,168,Dairy Queen
Choco Cherry Love Blizzard - Small,460,17,69,Dairy Queen
Cookie Dough Blizzard - Large,1300,52,190,Dairy Queen
Georgia Mud Fudge Blizzard - Small,680,35,82,Dairy Queen
Heath Blizzard - Large,1260,57,173,Dairy Queen
Mint Oreo Blizzard - Small,560,18,87,Dairy Queen
Oreo CheeseQuake Blizzard - Large,1140,49,151,Dairy Queen
Strawberry CheeseQuake Blizzard - Small,510,20,69,Dairy Queen
Peanut Butter Topping,180,15,8,Dairy Queen
Caramel MooLatté - Small,520,16,82,Dairy Queen
"Arctic Rush, All Flavors - Medium",260,0,53,Dairy Queen
"Shake, Banana - Large",750,26,111,Dairy Queen
"Shake, Hot Fudge - Small",560,22,79,Dairy Queen
"Shake, Vanilla - Medium",650,22,98,Dairy Queen
"Malt, Cherry - Large",910,27,144,Dairy Queen
"Malt, Strawberry - Small",550,19,81,Dairy Queen
"Lemonade Chiller, Strawberry, Medium",420,0,96,Dairy Queen
Vanilla Cone - Large,470,14,74,Dairy Queen
"Sundae, Banana - Medium",330,10,53,Dairy Queen
"Sundae, Chocolate - Large",570,17,98,Dairy Queen
"Sundae, Pineapple - Small",230,7,38,Dairy Queen
Plain Waffle Cone with Soft Serve,420,13,67,Dairy Queen
Butterscotch Dilly Bar,210,11,24,Dairy Queen
"DQ Cake, 10”, 1/12 slice ",410,15,60,Dairy Queen
"Choc. Xtreme Blizzard Cake, 8”, 1/8 slice***",620,29,83,Dairy Queen
Chicken Quesadilla Basket,1160,60,110,Dairy Queen
Crispy Chicken Salad,470,26,29,Dairy Queen
Hot Dog Kids’ ,290,17,22,Dairy Queen
Chili Cheese Fries,1020,51,116,Dairy Queen
Deluxe Double Hamburger,540,26,34,Dairy Queen
Ultimate Breakfast Burrito,640,37,55,Dairy Queen
Banana Split Blizzard - Small,440,14,71,Dairy Queen
Choco Cherry Love Blizzard - Large,920,34,136,Dairy Queen
Double Fudge Cookie Dough Blizzard - Small,750,32,107,Dairy Queen
Georgia Mud Fudge Blizzard - Large,1450,83,164,Dairy Queen
M&amp;M’s Chocolate Candy Blizzard - Small,660,23,101,Dairy Queen
Mint Oreo Blizzard - Large,1070,36,168,Dairy Queen
Reese’s Peanut Butter Cups Blizzard - Small,530,21,74,Dairy Queen
Strawberry CheeseQuake Blizzard - Large,930,37,124,Dairy Queen
Caramel Topping,90,1,20,Dairy Queen
Coconut Flakes,80,7,7,Dairy Queen
Pecan Pieces,100,11,2,Dairy Queen
Caramel MooLatté - Large,690,23,107,Dairy Queen
"Arctic Rush Freeze, All Flavors - Small",380,10,65,Dairy Queen
"Shake, Caramel - Medium",740,24,117,Dairy Queen
"Shake, Hot Fudge - Large",970,36,141,Dairy Queen
"Malt, Banana - Small",540,19,80,Dairy Queen
"Malt, Chocolate - Medium",790,26,130,Dairy Queen
"Malt, Strawberry - Large",880,27,137,Dairy Queen
"Dipped Cone, Chocolate - Small ***",330,15,42,Dairy Queen
"Sundae, Cherry - Medium",350,10,57,Dairy Queen
"Sundae, Marshmallow - Large",580,14,103,Dairy Queen
Turtle Waffle Bowl Sundae,810,35,115,Dairy Queen
Strawberry Shortcake,480,17,75,Dairy Queen
Stars &amp; Stripes StarKiss Bar,80,0,21,Dairy Queen
"Oreo Blizzard Cake, 8”, 1/8 slice***",550,24,75,Dairy Queen
Original Cheeseburger,400,18,34,Dairy Queen
Iron Grilled Cheese Sandwich,420,14,52,Dairy Queen
Chili Dog,330,20,24,Dairy Queen
Banana,110,0,29,Dairy Queen
Chili - Bowl,710,24,881,Dairy Queen
Sausage Biscuit Sandwich,440,30,25,Dairy Queen
Banana Cream Pie Blizzard - Small,570,21,85,Dairy Queen
Butterfinger Blizzard - Large,990,35,151,Dairy Queen
Cookie Dough Blizzard - Small,710,28,104,Dairy Queen
French Silk Pie Blizzard - Large,1320,62,176,Dairy Queen
Heath Blizzard - Small,600,26,83,Dairy Queen
Midnight Truffle Blizzard - Large,1300,65,171,Dairy Queen
Oreo CheeseQuake Blizzard - Small,580,25,78,Dairy Queen
Snickers Blizzard - Large,1140,44,168,Dairy Queen
M&amp;M’s Chocolate Candies,140,6,20,Dairy Queen
Cappuccino MooLatté - Medium,570,19,84,Dairy Queen
Mocha MooLatté - Large,820,31,121,Dairy Queen
"Shake, Banana - Small",480,18,68,Dairy Queen
"Shake, Chocolate - Medium",700,25,112,Dairy Queen
"Shake, Strawberry - Large",770,26,114,Dairy Queen
"Malt, Cherry - Small",560,19,83,Dairy Queen
"Malt, Peanut Butter - Medium",1010,53,111,Dairy Queen
"Lemonade Chiller, Classic, Large",600,0,143,Dairy Queen
Chocolate Cone - Large,490,15,75,Dairy Queen
"Sundae, Caramel - Large",610,16,103,Dairy Queen
"Sundae, Marshmallow - Small",290,7,50,Dairy Queen
"Sundae, Strawberry - Medium",350,10,56,Dairy Queen
Peanut Butter Bash™,580,27,73,Dairy Queen
DQ Sandwich,190,5,31,Dairy Queen
"DQ Sheet Cake, 1/24 slice",320,13,47,Dairy Queen
1/2 lb. GrillBurger with Cheese,800,51,44,Dairy Queen
Iron Grilled Classic Club Sandwich,600,24,55,Dairy Queen
Grilled Chicken Wrap,280,15,22,Dairy Queen
Fries,190,8,27,Dairy Queen
Barbecue Pork Sandwich,310,9,41,Dairy Queen
Cheese Curds ,550,45,0,Dairy Queen
Hashbrowns,190,12,18,Dairy Queen
Butterfinger Blizzard - Small,470,16,71,Dairy Queen
Chocolate Xtreme Blizzard - Large,1420,67,189,Dairy Queen
French Silk Pie Blizzard - Small,670,30,90,Dairy Queen
Hawaiian Blizzard - Large,820,29,125,Dairy Queen
Midnight Truffle Blizzard - Small,750,37,99,Dairy Queen
Oreo Cookies Blizzard - Large,980,36,145,Dairy Queen
Snickers Blizzard - Small,670,26,99,Dairy Queen
Turtle Pecan Cluster Blizzard - Large ***,1470,82,164,Dairy Queen
Chocolate Chip Cookie Dough Pieces,130,6,18,Dairy Queen
Whipped Topping,90,7,7,Dairy Queen
Mocha MooLatté - Small,500,19,74,Dairy Queen
"Arctic Rush Float, All Flavors - Medium",420,7,82,Dairy Queen
"Shake, Cherry - Large",830,27,126,Dairy Queen
"Shake, Strawberry - Small",490,18,70,Dairy Queen
"Malt, Caramel - Medium",830,25,134,Dairy Queen
"Malt, Hot Fudge - Large",1090,38,165,Dairy Queen
"Lemonade Chiller, Classic, Small",250,0,55,Dairy Queen
Chocolate Cone - Kids’ ,180,5,28,Dairy Queen
"Sundae, Banana - Large",470,14,76,Dairy Queen
"Sundae, Hot Fudge - Small",300,10,46,Dairy Queen
"Sundae, Pineapple - Medium",340,10,54,Dairy Queen
Peanut Buster® Parfait,710,31,96,Dairy Queen
Cherry Dilly Bar,210,12,24,Dairy Queen
"DQ Cake, 8”, 1/8 slice",410,15,59,Dairy Queen
1/4 lb. Bacon Cheese GrillBurger™,630,37,44,Dairy Queen
Veggie Quesadilla Basket,1100,59,110,Dairy Queen
Grilled Chicken Salad,330,15,13,Dairy Queen
Cheeseburger Kids’,400,18,34,Dairy Queen
Onion Rings,360,16,47,Dairy Queen
Deluxe Hamburger,350,14,34,Dairy Queen
Country Platter,780,46,69,Dairy Queen
Banana Split Blizzard - Medium,570,17,93,Dairy Queen
Chocolate Xtreme Blizzard - Mini,400,17,55,Dairy Queen
Double Fudge Cookie Dough Blizzard - Med,1010,42,144,Dairy Queen
Hawaiian Blizzard - Mini,300,10,45,Dairy Queen
M&amp;M’s Chocolate Candy Blizzard - Medium,840,30,127,Dairy Queen
Oreo® Cookies Blizzard - Mini,350,13,52,Dairy Queen
Reese’s Peanut Butter Cups Blizzard - Med,740,31,101,Dairy Queen
Turtle Pecan Cluster Blizzard - Mini ***,430,20,56,Dairy Queen
Cheesecake Pieces,100,6,10,Dairy Queen
Heath Pieces,150,9,17,Dairy Queen
Reese’s Peanut Butter Cups Pieces,140,8,16,Dairy Queen
French Vanilla MooLatté - Small,500,15,80,Dairy Queen
"Arctic Rush Freeze, All Flavors - Medium",470,12,80,Dairy Queen
"Shake, Caramel - Large",960,29,155,Dairy Queen
"Shake, Peanut Butter - Small",640,33,71,Dairy Queen
"Malt, Banana - Medium",670,22,102,Dairy Queen
"Malt, Chocolate - Large",1020,32,171,Dairy Queen
"Malt, Vanilla - Small",580,19,89,Dairy Queen
Chocolate Cone - Medium,340,10,54,Dairy Queen
"Sundae, Caramel - Medium",430,11,74,Dairy Queen
"Sundae, Hot Fudge - Large",610,21,94,Dairy Queen
"Sundae, Strawberry - Small",260,7,44,Dairy Queen
Oreo® Brownie EarthQuake® Treat,740,27,149,Dairy Queen
Buster Bar® Treat***,460,28,44,Dairy Queen
"DQ Log Cake, 1/8 slice ",310,12,44,Dairy Queen
1/4 lb. Mushroom Swiss GrillBurger,570,35,39,Dairy Queen
Iron Grilled Turkey Sandwich,550,23,43,Dairy Queen
Crispy Chicken Wrap,350,21,30,Dairy Queen
Grilled Cheese Kids’ ,320,13,30,Dairy Queen
Barbecue Beef Sandwich,350,14,40,Dairy Queen
Crispy Fish Sandwich,470,22,53,Dairy Queen
Pancake Platter,310,6,57,Dairy Queen
Butterfinger® Blizzard - Mini,340,12,52,Dairy Queen
Chocolate Xtreme Blizzard - Medium,960,45,130,Dairy Queen
French Silk Pie Blizzard - Mini,430,19,57,Dairy Queen
Hawaiian Blizzard - Medium,600,21,92,Dairy Queen
Midnight Truffle Blizzard - Mini,400,19,54,Dairy Queen
Oreo Cookies Blizzard - Medium,680,25,100,Dairy Queen
Snickers® Blizzard - Mini,370,13,55,Dairy Queen
Turtle Pecan Cluster Blizzard - Medium ***,1070,56,129,Dairy Queen
Choco Chunks,150,10,17,Dairy Queen
Strawberry Topping,25,0,6,Dairy Queen
French Vanilla MooLatté - Large,780,22,129,Dairy Queen
"Arctic Rush Float, All Flavors - Small",330,6,65,Dairy Queen
"Shake, Cherry - Medium",630,22,94,Dairy Queen
"Shake, Peanut Butter - Large",1230,71,120,Dairy Queen
"Malt, Caramel - Small",610,20,95,Dairy Queen
"Malt, Hot Fudge - Medium",840,30,126,Dairy Queen
"Malt, Vanilla - Large",950,29,151,Dairy Queen
Chocolate Cone - Small ,240,7,37,Dairy Queen
"Sundae, Caramel - Small",300,8,50,Dairy Queen
"Sundae, Hot Fudge - Medium",440,15,67,Dairy Queen
"Sundae, Pineapple - Large",480,14,77,Dairy Queen
Banana Split,520,14,94,Dairy Queen
Heath® Dilly Bar,220,13,25,Dairy Queen
"DQ Heart Cake, 1/10 slice",290,11,42,Dairy Queen
1/2 lb. FlameThrower® GrillBurger,1000,74,40,Dairy Queen
Popcorn Shrimp Basket,1000,49,116,Dairy Queen
Side Salad,20,0,5,Dairy Queen
Chicken Strip Kids’ (2),220,12,15,Dairy Queen
Corn Dog,260,15,26,Dairy Queen
DQ Ultimate® Burger,780,48,34,Dairy Queen
Ultimate Hashbrown Platter,660,43,45,Dairy Queen
Banana Split Blizzard - Large,780,23,129,Dairy Queen
Chocolate Xtreme Blizzard - Small,650,29,88,Dairy Queen
Double Fudge Cookie Dough Blizzard - Large,1340,58,189,Dairy Queen
Hawaiian Blizzard - Small,440,15,67,Dairy Queen
M&amp;M’s Chocolate Candy Blizzard - Large,1140,41,176,Dairy Queen
Oreo Cookies Blizzard - Small,550,20,81,Dairy Queen
Reese’s Peanut Butter Cups Blizzard - Large,1040,44,141,Dairy Queen
Turtle Pecan Cluster Blizzard - Small ***,700,33,88,Dairy Queen
Brownie Pieces,130,6,17,Dairy Queen
Snickers Pieces,130,7,17,Dairy Queen
French Vanilla MooLatté - Medium,630,19,101,Dairy Queen
"Arctic Rush Freeze, All Flavors - Large",610,15,107,Dairy Queen
"Shake, Cherry - Small",500,18,72,Dairy Queen
"Shake, Peanut Butter - Medium",920,52,94,Dairy Queen
"Malt, Banana - Large",860,27,134,Dairy Queen
"Malt, Hot Fudge - Small",620,22,90,Dairy Queen
"Malt, Vanilla - Medium",740,23,116,Dairy Queen
"Milk Shakes (Vanilla, Chocolate or Strawberry)",610,28,74,Denny's
Meat Lover’s Scramble,1140,63,94,Denny's
Chicken Sausage Patty (1),110,9,0,Denny's
Ultimate Skillet,740,56,34,Denny's
Pancake Puppies®,370,8,68,Denny's
Fit Fare® Omelette,390,18,25,Denny's
Chicken Wings w/ Sweet &amp; Tangy BBQ Sauce (add dipping sauce),450,18,40,Denny's
Classic Cheeseburger (add choices),820,44,47,Denny's
Hickory Grilled Chicken Sandwich (add choices),900,47,67,Denny's
Half Size Cranberry Apple Chicken Salad w/ balsamic vinaigrette / no bread,310,10,21,Denny's
OJ Strawberry Mango,250,0,62,Denny's
Bacon Avocado Burrito w/ hash browns,1010,59,91,Denny's
Eggs (2),250,21,1,Denny's
All  -  American Slam® (add choices),800,68,5,Denny's
Bacon Strips,140,11,1,Denny's
Red  -  Skinned Potatoes,210,7,27,Denny's
Moons Over My Hammy Omelette™ w/ hash browns (add choices),770,53,31,Denny's
Mozzarella Cheese Sticks (add marinara sauce),560,20,58,Denny's
Double Cheeseburger (add choices),1400,87,49,Denny's
Prime Rib Philly Melt (add choices),670,36,52,Denny's
"French Fries, salted",430,23,50,Denny's
Broccoli,25,0,4,Denny's
Vegetable Rice Pilaf,190,3,35,Denny's
Coconut Cream Pie,630,39,65,Denny's
Pacific Chiller,210,0,54,Denny's
Banana Pecan Pancake Breakfast,780,15,130,Denny's
Egg Whites (2),50,0,1,Denny's
Belgian Waffle Slam®,820,64,32,Denny's
Bagel &amp; Cream Cheese,428,12,48,Denny's
English Muffin / no margarine,130,1,25,Denny's
Sausage Links (4),370,34,4,Denny's
Ultimate Omelette® (add choices),620,48,8,Denny's
Sampler™ (add sauce),1380,71,139,Denny's
Mushroom Swiss Burger (add choices),860,48,51,Denny's
Spicy Buffalo Chicken Melt (add choices),860,48,76,Denny's
Pineapple Dream™,180,0,47,Denny's
Country  -  Fried Steak &amp; Eggs (add choices),660,43,29,Denny's
English Muffin / no margarine,130,1,25,Denny's
Sausage Links,180,17,2,Denny's
Fit Slam®,390,12,46,Denny's
Bowl of Harvest Oatmeal w/ Milk,370,5,74,Denny's
"Everything Hash Browns w/ onions, cheese &amp; country gravy",340,21,33,Denny's
Strawberry Lemonade,200,0,50,Denny's
Harvest Oatmeal Breakfast,530,11,93,Denny's
Grilled Ham Slice,120,5,8,Denny's
Seasonal Fruit,70,0,18,Denny's
French Toast Slam®,780,58,35,Denny's
Buttermilk Biscuit,190,9,24,Denny's
Fruit   -   Banana,110,0,29,Denny's
Slices of Toast w/ margarine,270,13,31,Denny's
Western Omelette w/ hash browns (add choices),700,46,32,Denny's
Smothered Cheese Fries,860,53,75,Denny's
Veggie Burger w/ balsamic vinaigrette &amp; Fit Fare® fresh veggies,540,13,76,Denny's
Strawberry Mango Pucker™,220,0,56,Denny's
Moons Over My Hammy® (add choices),760,41,51,Denny's
Grits w/ margarine,220,3,44,Denny's
Slices of Toast w/ margarine,270,13,31,Denny's
